"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr5",14410252,14410363,112,"*",3,7.97116157082225e-11,8.93667593108681e-11,0.000117162268266885,5.61206541408661e-10,0.155473386522126,0.120169721147614,"TRIO"
"chr4",174449827,174453287,3461,"*",26,8.01586664376942e-11,1.82765287527553e-11,0.000513881423753283,1.17392178609537e-12,0.124037907463752,0.00918054819693258,"HAND2-AS1, HAND2"
"chr4",48484788,48486316,1529,"*",13,8.04518780559877e-11,1.52769941121727e-10,0.000880265265866339,4.2153242750284e-10,0.154459876656932,0.061276727677116,"SLC10A4"
"chr7",128492916,128495201,2286,"*",9,8.11648120623099e-11,2.50852111208216e-12,0.000141293012636643,2.97242635126023e-12,-0.205765613914392,-0.117684784581488,"FLNC, RP11-309L24.2"
"chr4",54457645,54458246,602,"*",6,8.19461510284972e-11,8.1742827996347e-12,0.000862229838503713,1.89066149240167e-10,-0.113373095534026,-0.0899396043962134,"FIP1L1, LNX1"
"chr12",39298639,39299844,1206,"*",10,8.23594390326521e-11,2.76068919958796e-12,0.0036604487244227,1.69332337615038e-10,0.0926175453334036,0.0570149851356911,"CPNE8"
"chr8",145777710,145777781,72,"*",2,8.33404610158768e-11,6.18895453308008e-10,3.08110636933573e-05,1.75112291907703e-09,0.213915220637072,0.197134117449763,"ARHGAP39"
"chr18",33529461,33530560,1100,"*",7,8.3377892313936e-11,5.01936115760527e-08,0.000137319262566907,7.53512874106016e-09,0.136866946799123,0.0190639001659071,NA
"chr7",43287968,43288889,922,"*",6,8.39598726929951e-11,3.86181612919245e-09,0.000349671371604289,5.83629838435181e-10,-0.201498156792333,-0.118653542135964,"HECW1, AC004692.4"
"chr20",21081216,21082272,1057,"*",4,8.43116349531232e-11,1.07506699122246e-10,0.000119040761121295,8.04843540202064e-10,0.203731671588954,0.112115932146628,"LINC00237"
"chr17",71948430,71949210,781,"*",5,8.44122967921225e-11,2.77586515972904e-10,0.000285739590890931,1.1463559365935e-09,0.156934443302526,0.114562270030586,NA
"chr22",49498271,49498376,106,"*",2,8.45040676538865e-11,8.86575923119934e-10,2.29022224634387e-05,2.21452067585037e-09,-0.20716507130289,-0.152069143242866,NA
"chr1",156217178,156218676,1499,"*",7,8.48833822339264e-11,1.30053519754777e-06,0.000434935552784567,1.06891565147701e-08,0.217537951894052,0.0892526135206693,"PAQR6"
"chr2",28113747,28114462,716,"*",8,8.49747801683723e-11,0.0140469605436988,7.24679474205774e-05,4.78203993141919e-06,-0.241416107732736,-0.049811815608757,"MRPL33, BRE, RBKS"
"chr1",10732063,10733477,1415,"*",13,8.65401408084814e-11,3.80821269844392e-08,0.00195069031792166,5.50208999189643e-09,0.113498863054831,0.0626324652857752,"CASZ1"
"chr19",54668230,54668604,375,"*",5,8.77927651397466e-11,1.88724158622771e-11,0.0003976001399385,2.43648402564163e-10,0.19449692243964,0.157163156341266,"TMC4"
"chr11",47600081,47600851,771,"*",14,8.79265325243825e-11,3.0154413059447e-06,3.52346140861021e-05,1.19298544306046e-08,-0.026973428805343,-0.00947868543971149,"NDUFS3, KBTBD4"
"chr10",8095173,8097689,2517,"*",38,8.87250648371157e-11,5.26347730869979e-16,0.00916745519130856,8.79097001544437e-15,-0.0892090351395106,-0.0115973929539717,"GATA3, GATA3-AS1, RP11-379F12.3"
"chr12",132979486,132980686,1201,"*",7,8.97577823922766e-11,1.05645460619206e-09,0.000177071721871249,1.82709586548285e-10,-0.158680162984959,-0.0822643327998184,NA
"chr6",5995953,5997719,1767,"*",12,9.01052707214776e-11,3.42822150952577e-10,0.00184199938050703,4.90283499188396e-10,0.0997328623746072,0.0504610378537962,NA
"chr1",152486477,152488368,1892,"*",11,9.05460229075933e-11,3.48033472805063e-15,0.000205564335522968,2.69698912750538e-14,-0.192106007705214,0.0140541342669869,"CRCT1"
"chr15",74464972,74467158,2187,"*",10,9.07011964565120e-11,5.02858153046978e-11,0.00178746831504485,1.48853848274433e-10,0.12358895501678,0.0722669789230241,"ISLR, RP11-665J16.1"
"chr14",101489415,101492330,2916,"*",21,9.09271068719923e-11,3.63115231495277e-17,0.0016292025422143,1.53241836506549e-15,-0.166384931053154,-0.0931247168203365,"MIR411, MIR299, MIR1197, MIR323A, MIR380"
"chr5",94982161,94982685,525,"*",10,9.10199568600291e-11,1.65213072193403e-07,0.000280042281986522,8.80701764219178e-09,-0.202642032489602,-0.0619122495797034,"RFESD"
"chr1",228246263,228248785,2523,"*",9,9.16622990296811e-11,2.40992557837064e-14,0.000769138463501869,4.70969866773547e-14,0.169039598933675,0.118359567465302,"WNT3A"
"chr1",237205098,237206562,1465,"*",8,9.23579127752402e-11,1.66556630951687e-10,0.000130387183715127,2.01965438473739e-12,0.237148386385498,0.106030228099918,"RYR2"
"chr13",112238673,112239346,674,"*",4,9.29019228309129e-11,2.78646553520072e-09,0.000173388644813553,4.43251055374269e-09,-0.217407627268366,-0.14274623706319,NA
"chr11",46940220,46940613,394,"*",5,9.42078395237389e-11,2.92919885274482e-08,5.71367279468849e-05,4.62410764031414e-09,0.187816976070101,0.0935617925184218,NA
"chr14",36973204,36975263,2060,"*",8,9.441780695298e-11,4.38956270832196e-13,0.000167132796175,5.75394129052454e-12,0.144634717681225,0.0879826731138607,"RP11-896J10.3, SFTA3"
"chr8",2003810,2004621,812,"*",6,9.441780695298e-11,8.1682673711405e-11,0.000148672453029634,6.61225578248572e-10,-0.194598160986721,-0.131208194661143,"MYOM2"
"chr11",31824262,31824327,66,"*",2,9.50260644996228e-11,2.90922713132164e-08,9.45779564774291e-05,7.66324237759238e-08,0.112580620141765,0.108585482856798,"PAX6"
"chr17",4074126,4074172,47,"*",2,9.55570505455640e-11,9.73579278688329e-10,3.58615083273237e-05,2.78683454933953e-09,0.172409206220158,0.150329142809796,"CYB5D2, ANKFY1"
"chr8",99076314,99077817,1504,"*",8,9.77677774527785e-11,6.55501094863723e-09,0.000181109035580393,1.02313309568396e-10,0.135646386328116,0.0492559884533195,"C8orf47"
"chr1",6659205,6659366,162,"*",4,9.79137271208649e-11,5.93246456097743e-11,0.00037172562723553,6.57603319183137e-10,0.18117785817897,0.145650091009906,"KLHL21"
"chr3",119379220,119379792,573,"*",5,9.79344023204326e-11,4.79605026141062e-10,0.000241813243839124,2.97842221605466e-10,0.151410119123039,0.0931270304794052,"POPDC2, COX17"
"chr3",13611751,13612434,684,"*",6,9.88418387693055e-11,3.91815169954551e-11,0.000397874053146009,3.37465672004436e-10,-0.166258906732032,-0.127819553007252,"FBLN2"
"chr1",241519652,241520941,1290,"*",10,9.98365274681339e-11,2.44281371483325e-10,0.000948889508855942,1.43184528288392e-09,0.165413915919752,0.0589288177922788,"RGS7"
"chr12",131572384,131573552,1169,"*",5,9.98976856925136e-11,6.92893996243413e-11,0.000116764443052031,2.62541363364564e-10,-0.240338856802128,-0.171956101729622,"GPR133"
"chr8",38325950,38326968,1019,"*",9,1.00550290570791e-10,8.25895738237037e-08,0.000736378810645748,1.21411401781307e-08,0.121592131073736,0.0578868194157812,"FGFR1"
"chr2",131512651,131513216,566,"*",12,1.00941322331835e-10,9.3399140173452e-05,0.000104244355697042,6.96268984308008e-08,0.195228029380261,0.0557453173349966,"AMER3, AC140481.8"
"chr3",138678586,138679578,993,"*",5,1.01363194208962e-10,3.20027343745042e-11,0.000262014896856772,3.29633919907158e-10,0.23917347956842,0.123481432689901,NA
"chr12",7167313,7168545,1233,"*",7,1.01600862839033e-10,5.3953169386425e-10,0.000688859938450958,8.34328611561899e-10,0.155648050714657,0.0696520363183085,"C1S"
"chr5",7850922,7852098,1177,"*",8,1.02023180624982e-10,1.66364370428658e-06,0.00030352127752325,5.33011314765806e-08,-0.205215988363326,-0.0728393163254999,"MTRR, C5orf49"
"chr4",1398798,1400189,1392,"*",6,1.02822619438147e-10,1.59805839289933e-11,0.000406112480208493,8.78123169961359e-11,0.165602731446035,0.100475628962562,"NKX1-1"
"chr5",148810061,148810203,143,"*",6,1.03094100426424e-10,1.06131342632255e-11,0.000543345042977203,2.37543138013843e-10,0.160728872796158,0.0847867535873778,"MIR145"
"chr6",150378738,150379479,742,"*",6,1.03160557054621e-10,1.53854360020479e-11,0.00070929230288499,3.17550712839229e-10,-0.188380677548856,-0.140497222008442,NA
"chr7",130020011,130021088,1078,"*",5,1.04640390585249e-10,3.28089816813067e-11,0.000237735031610335,3.14632158766168e-10,0.150208582886144,0.0749728590096958,"CPA1"
"chr2",503065,503745,681,"*",6,1.05216494396785e-10,1.1458478644271e-11,0.000652484779883932,2.64912771431134e-10,-0.208681906601964,-0.136285253911698,NA
"chr1",2239065,2240476,1412,"*",6,1.05489840019963e-10,1.3763818422109e-05,0.000296094832510969,2.48992602376039e-07,-0.200073373111633,-0.0885219221228639,"SKI"
"chr22",29875578,29877285,1708,"*",8,1.05783948895566e-10,9.98763866171933e-12,0.000694830234117444,1.57968462811056e-10,0.129103868147206,0.0644300739672081,"NEFH"
"chr18",44786886,44787728,843,"*",3,1.06138422861175e-10,1.21618974590712e-06,2.9818322086268e-05,8.32292790380624e-08,0.142564114536769,0.0872824487785838,NA
"chr11",68611016,68611806,791,"*",4,1.06278359400604e-10,3.95473544267906e-10,0.000189772329660143,2.3039464885147e-09,-0.15988926684822,-0.080957821832074,"CPT1A"
"chr1",208132004,208133116,1113,"*",6,1.06876888048243e-10,2.82256696922841e-11,0.000175819199034724,2.58552426969675e-10,0.146611057278062,0.0942145163825054,NA
"chr8",1152941,1153402,462,"*",4,1.07019403093974e-10,1.72221762362416e-08,4.11017591061977e-05,3.68306399649594e-09,-0.186596055820961,-0.131922818973236,"CTD-2281E23.2"
"chr20",43990951,43991673,723,"*",4,1.07618924986012e-10,6.31418161636653e-05,5.91133642486197e-05,1.71094592399566e-06,-0.224378877829656,-0.0723640401898375,"SYS1"
"chr3",123339334,123340306,973,"*",4,1.07825232443936e-10,2.52629143376939e-08,0.000136654843191255,7.01226093020421e-09,0.181776405160572,0.12957934161505,"MYLK-AS1, MYLK"
"chr5",32711881,32713464,1584,"*",7,1.08010294181848e-10,8.82028615056671e-09,0.000816345043396882,7.65272830068095e-09,0.154429081796241,0.0614720700131675,"NPR3"
"chr1",240254960,240256019,1060,"*",9,1.09068431132152e-10,1.5836080410935e-13,0.00283294227803944,1.48071142069248e-11,0.087126745550679,0.0624766238540795,"FMN2"
"chr1",58715499,58716662,1164,"*",11,1.09079643837274e-10,1.98440203827384e-08,0.000567329005917543,4.97617358073433e-09,0.163693729715532,0.0553837926124684,"DAB1"
"chr11",1082155,1083483,1329,"*",8,1.10272587118652e-10,2.90669061323783e-08,0.000102261432844643,2.71745204047901e-09,0.199824206397663,0.100433287692561,"MUC2"
"chr7",102553045,102553437,393,"*",5,1.1128461372587e-10,1.82033869588844e-11,0.000599836072692889,3.17507670980867e-10,0.152332034938171,0.123292462279735,"FBXL13"
"chr7",1783609,1784587,979,"*",6,1.1191219397817e-10,1.70909909586202e-10,0.00016762589631016,7.3940780728949e-10,-0.157201399359733,-0.10543863461875,"ELFN1"
"chr1",159506033,159507162,1130,"*",4,1.12135302667427e-10,6.96673469744543e-11,5.70791052898478e-05,2.74092489359194e-10,-0.158760602138889,-0.128325771788176,NA
"chr14",104153463,104153614,152,"*",2,1.12866903674904e-10,8.27806676846061e-09,2.85819460717038e-05,1.74154948009483e-08,0.144539449431011,0.120141466720082,"KLC1"
"chr14",104171259,104173299,2041,"*",8,1.1308916419528e-10,4.46267436128366e-15,0.000639482531168103,2.8277647055646e-13,0.135821122554266,0.0998840642588614,"XRCC3"
"chr2",19556066,19557620,1555,"*",5,1.15239394547581e-10,1.60982499952716e-07,0.000207407653226239,3.92305443480689e-09,0.105966443424025,0.0616105406316559,"OSR1"
"chr3",114012316,114012912,597,"*",5,1.16127291409051e-10,5.76597908971355e-05,2.54496658550284e-05,1.89090714118492e-07,-0.180438872523427,-0.0830209994052096,"TIGIT"
"chr12",130961424,130961986,563,"*",6,1.17569904915765e-10,4.18749957883561e-10,0.000516741470567526,1.18495349239082e-09,-0.161599948329219,-0.102810639124873,"RIMBP2"
"chr1",10239190,10240025,836,"*",3,1.17741335434237e-10,7.12898665828428e-11,8.94313379699721e-05,3.99802660742807e-10,0.134374509844635,0.115882813684577,"UBE4B"
"chr10",130279644,130279912,269,"*",5,1.2080230100084e-10,1.53679045912965e-10,0.000228946422246994,5.56833857965246e-10,-0.201359154137908,-0.128189906630199,NA
"chr10",134527172,134528050,879,"*",4,1.22341807387194e-10,9.96003805673213e-09,0.000126173396495588,5.51500969724931e-09,0.151533458080762,0.0946639970529842,"INPP5A"
"chr5",171094783,171095097,315,"*",4,1.23014835905404e-10,6.65272238080014e-11,0.000113403920010049,4.91168579702087e-10,0.177920013388508,0.120663328896494,NA
"chr8",145535640,145536321,682,"*",4,1.2307434527741e-10,2.20272613242279e-11,0.000370283521504267,2.75116774876645e-10,0.123269415633399,0.11544467961187,"HSF1"
"chr13",79169714,79170627,914,"*",8,1.23781246220867e-10,3.58396347719638e-09,0.000585173882184198,2.56387178890058e-09,0.12312117798224,0.071264740102834,"RNF219-AS1, RP11-52L5.6"
"chr10",73847259,73849626,2368,"*",14,1.24404599673084e-10,6.33262531968222e-08,0.000297655518161323,1.21795700212226e-10,-0.152295482188681,0.0153212349591324,"SPOCK2"
"chr1",4856487,4856996,510,"*",2,1.2462434690128e-10,1.58469377215373e-09,2.06960032032293e-05,3.52456985626209e-09,-0.252668155337226,-0.193257746748663,NA
"chr7",49813031,49815117,2087,"*",8,1.26616263873512e-10,9.97135975761442e-14,0.000340164746016883,1.32867558763655e-12,0.165819749296733,0.0851804163019097,"VWC2"
"chr5",2094524,2095381,858,"*",5,1.27210073103874e-10,2.67838475874534e-09,8.65482870431968e-05,2.37475139764754e-09,-0.178134926419979,-0.0832925059011846,NA
"chr5",633983,634043,61,"*",3,1.2934949040389e-10,8.10188166016652e-10,2.30801583219808e-05,1.69965395264688e-09,0.133493032895813,0.100246120823087,"CEP72"
"chr10",11574300,11575102,803,"*",3,1.29411813013642e-10,3.66471398346683e-08,5.38616557580303e-05,1.28669907288645e-08,0.135644129807201,0.102049912259354,"USP6NL"
"chr14",75389066,75390232,1167,"*",9,1.30165030340026e-10,6.31921093453345e-11,0.00261960288874892,3.02075171243235e-10,-0.145734725649981,-0.0770905215068174,"RPS6KL1"
"chr12",49740639,49741623,985,"*",13,1.30285224565297e-10,1.35916654971881e-06,0.000926462311639148,1.01377918069886e-08,-0.035598069105535,-0.00997904631751398,"DNAJC22"
"chr1",150953680,150954554,875,"*",4,1.30372132613367e-10,9.48186266936502e-09,0.000171199763420934,8.54164247001266e-09,-0.194967402021699,-0.136899780058945,"ANXA9"
"chr1",55012989,55014160,1172,"*",5,1.32022467777259e-10,1.29164400685448e-06,0.000217697923386866,3.95939317264079e-08,0.17077460979816,0.081293202994339,"ACOT11"
"chr10",126782357,126783209,853,"*",5,1.32022467777259e-10,2.7936488394512e-09,0.000242761783576837,4.86047066029673e-09,0.116140755682015,0.0695013671095992,"CTBP2"
"chr16",88993645,88994375,731,"*",4,1.32861127753218e-10,2.93312014568973e-10,0.000138949939092502,1.62581438440722e-09,-0.307707488108748,-0.191666886589836,"CBFA2T3"
"chr6",108145374,108145658,285,"*",5,1.34762613439e-10,6.42571303589546e-09,9.32106637600813e-05,3.71087045015338e-09,-0.133501520140846,-0.0840510304217178,"SCML4"
"chr16",1821577,1823033,1457,"*",6,1.35049994394491e-10,2.99898859012918e-07,0.000136681530364133,6.84071027927836e-08,-0.0624050722145646,-0.0188692661696333,"NME3, MRPS34"
"chr17",80889203,80890588,1386,"*",8,1.35403162526989e-10,2.52163533988713e-06,3.374745230883e-05,2.7322744991637e-07,0.167533859047423,0.0509493555118207,"TBCD"
"chr11",17803160,17803962,803,"*",5,1.35622997703358e-10,6.89339376295487e-11,0.000449052545552543,5.96122318316188e-10,0.177286070893985,0.0697089724898497,"KCNC1"
"chr1",156390102,156390835,734,"*",6,1.37042237291508e-10,3.93737209748482e-09,0.000348286852350511,5.27357081503423e-09,0.164759944564649,0.0744201166846718,"MIR9-1, C1orf61"
"chr15",28344273,28344730,458,"*",12,1.38149144101577e-10,1.12065104734635e-06,0.000296094832510969,5.77322341975485e-09,0.171827076688149,0.0584026338713337,"OCA2"
"chr8",2127340,2127476,137,"*",2,1.38575298304986e-10,9.94391866506015e-10,2.79610852189036e-05,2.68370413924222e-09,-0.229515748497558,-0.198074479036185,NA
"chr1",3807168,3808169,1002,"*",5,1.38593048721371e-10,2.34017682198372e-10,0.000396963113811379,7.33542363669069e-10,0.138094720854125,0.10494900752842,"C1orf174"
"chr1",2776972,2777505,534,"*",5,1.39288285210244e-10,3.04055904060359e-10,0.000178808260398122,1.37808934445297e-09,-0.180096614326212,-0.144129949976877,NA
"chr1",1565856,1567257,1402,"*",8,1.40716029649278e-10,1.23214699523248e-11,0.00162095765263293,2.13975578595787e-10,0.129077899735958,0.0746667183908416,"MIB2"
"chr12",54321302,54322396,1095,"*",7,1.41117609611152e-10,9.73567404434207e-10,0.000909784613977734,3.07314586018527e-09,0.145544129606553,0.0798363681351329,NA
"chr6",32780861,32783046,2186,"*",12,1.42941996123049e-10,9.20759681969287e-15,0.000560096395729817,1.47734720717879e-13,-0.191709013055109,-0.106869081284868,"HLA-DOB, TAP2"
"chr1",65991176,65991765,590,"*",5,1.43594132720065e-10,1.79311130240971e-10,0.000406692313371719,8.31491054627447e-10,0.138980093491924,0.094471577023492,"LEPR"
"chr16",1782905,1783590,686,"*",4,1.438172672006e-10,2.14996605924035e-11,0.000233116487564418,2.32834237322225e-10,0.138596486550309,0.116834305970951,"MAPK8IP3"
"chr12",8068600,8068627,28,"*",2,1.43896620461586e-10,1.03083294506446e-09,2.63010663312718e-05,2.70504154904522e-09,0.168716447127744,0.145219380947213,NA
"chr8",37378276,37379119,844,"*",4,1.44445312486572e-10,4.6624573567856e-11,0.000161431794925071,3.80058381664216e-10,0.186988125347005,0.126687374905649,"RP11-150O12.1"
"chr10",123922620,123923518,899,"*",11,1.44616281994993e-10,3.04066654255589e-11,0.00231495527556268,8.50080117394214e-10,0.126493596950478,0.0866403543663371,"TACC2"
"chr15",63889093,63889711,619,"*",5,1.45441058099419e-10,1.68333816617993e-10,0.000144327935417744,4.1487123884905e-10,0.19091654143442,0.106795337312446,"FBXL22, USP3-AS1"
"chr4",7812736,7813911,1176,"*",5,1.46158013253039e-10,8.67461241033257e-09,0.000208510621031595,3.78059825324777e-09,0.170167775332929,0.110405893553752,"AFAP1"
"chr17",33700230,33701529,1300,"*",10,1.46363116491492e-10,1.42697684147379e-09,0.002105114816807,7.17631690776387e-10,0.0836592524040846,0.0435554660272259,"SLFN11"
"chr2",176957055,176958552,1498,"*",7,1.46903817459271e-10,1.42359061694456e-08,7.6708580128508e-05,1.39365573835577e-08,0.197915516362395,0.0748309147491398,"HOXD13"
"chr14",104190678,104191347,670,"*",5,1.47390119965753e-10,4.9195380919818e-07,7.99274591381217e-05,4.67593971410553e-08,0.170884513499325,0.0800557311294885,"ZFYVE21"
"chr7",1956900,1957317,418,"*",3,1.47902539136116e-10,1.15932702139813e-05,1.49275993925763e-05,2.1932090755712e-07,0.193705996044917,0.0969080636113746,"MAD1L1"
"chr17",5000803,5001281,479,"*",4,1.49854613751145e-10,9.85635209702718e-11,0.000182029035957596,7.28438044214914e-10,0.157688992541769,0.117478312795706,NA
"chr20",45179157,45179413,257,"*",5,1.49883617071478e-10,1.6356609690864e-10,0.000225497954834286,1.11838400164017e-09,0.13994786885639,0.106822875057928,"OCSTAMP"
"chr7",1716567,1717324,758,"*",4,1.52281989059547e-10,4.24178061291164e-08,2.80556538051284e-05,1.59543802069115e-08,-0.188809492624424,-0.109332187317973,NA
"chr6",99272559,99273679,1121,"*",10,1.52715430459765e-10,1.38060156294173e-10,0.00168039731269534,1.39298718434441e-09,0.0959995873616761,0.0593247242669252,NA
